model,item_number,repetition,raw_response,parsed_response,scored_value,factor_label,keying
minimax/minimax-m2.7,7,8,5,5,5,Agreeableness,+
minimax/minimax-m2.7,7,9,2,2,2,Agreeableness,+
minimax/minimax-m2.7,7,10,1,1,1,Agreeableness,+
minimax/minimax-m2.7,8,1,3,3,3,Conscientiousness,-
minimax/minimax-m2.7,8,2,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,8,3,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,8,4,3,3,3,Conscientiousness,-
minimax/minimax-m2.7,8,5,3,3,3,Conscientiousness,-
minimax/minimax-m2.7,8,6,3,3,3,Conscientiousness,-
minimax/minimax-m2.7,8,7,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,8,8,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,8,9,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,8,10,3,3,3,Conscientiousness,-
minimax/minimax-m2.7,9,1,3,3,3,Emotional Stability,+
minimax/minimax-m2.7,9,2,4,4,4,Emotional Stability,+
minimax/minimax-m2.7,9,3,3,3,3,Emotional Stability,+
minimax/minimax-m2.7,9,4,3,3,3,Emotional Stability,+
minimax/minimax-m2.7,9,5,4,4,4,Emotional Stability,+
minimax/minimax-m2.7,9,6,5,5,5,Emotional Stability,+
minimax/minimax-m2.7,9,7,4,4,4,Emotional Stability,+
minimax/minimax-m2.7,9,8,4,4,4,Emotional Stability,+
minimax/minimax-m2.7,9,9,3,3,3,Emotional Stability,+
minimax/minimax-m2.7,9,10,4,4,4,Emotional Stability,+
minimax/minimax-m2.7,10,1,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,10,2,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,10,3,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,10,4,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,10,5,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,10,6,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,10,7,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,10,8,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,10,9,2,2,4,Intellect/Openness,-
minimax/minimax-m2.7,10,10,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,11,1,4,4,4,Extraversion,+
minimax/minimax-m2.7,11,2,4,4,4,Extraversion,+
minimax/minimax-m2.7,11,3,4,4,4,Extraversion,+
minimax/minimax-m2.7,11,4,5,5,5,Extraversion,+
minimax/minimax-m2.7,11,5,2,2,2,Extraversion,+
minimax/minimax-m2.7,11,6,4,4,4,Extraversion,+
minimax/minimax-m2.7,11,7,4,4,4,Extraversion,+
minimax/minimax-m2.7,11,8,4,4,4,Extraversion,+
minimax/minimax-m2.7,11,9,5,5,5,Extraversion,+
minimax/minimax-m2.7,11,10,3,3,3,Extraversion,+
minimax/minimax-m2.7,12,1,1,1,5,Agreeableness,-
minimax/minimax-m2.7,12,2,1,1,5,Agreeableness,-
minimax/minimax-m2.7,12,3,1,1,5,Agreeableness,-
minimax/minimax-m2.7,12,4,1,1,5,Agreeableness,-
minimax/minimax-m2.7,12,5,1,1,5,Agreeableness,-
minimax/minimax-m2.7,12,6,1,1,5,Agreeableness,-
minimax/minimax-m2.7,12,7,1,1,5,Agreeableness,-
minimax/minimax-m2.7,12,8,1,1,5,Agreeableness,-
minimax/minimax-m2.7,12,9,1,1,5,Agreeableness,-
minimax/minimax-m2.7,12,10,1,1,5,Agreeableness,-
minimax/minimax-m2.7,13,1,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,13,2,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,13,3,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,13,4,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,13,5,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,13,6,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,13,7,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,13,8,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,13,9,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,13,10,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,14,1,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,14,2,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,14,3,2,2,4,Emotional Stability,-
minimax/minimax-m2.7,14,4,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,14,5,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,14,6,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,14,7,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,14,8,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,14,9,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,14,10,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,15,1,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,15,2,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,15,3,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,15,4,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,15,5,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,15,6,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,15,7,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,15,8,1,1,1,Intellect/Openness,+
minimax/minimax-m2.7,15,9,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,15,10,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,16,1,2,2,4,Extraversion,-
minimax/minimax-m2.7,16,2,4,4,2,Extraversion,-
minimax/minimax-m2.7,16,3,2,2,4,Extraversion,-
minimax/minimax-m2.7,16,4,3,3,3,Extraversion,-
minimax/minimax-m2.7,16,5,2,2,4,Extraversion,-
minimax/minimax-m2.7,16,6,2,2,4,Extraversion,-
minimax/minimax-m2.7,16,7,3,3,3,Extraversion,-
minimax/minimax-m2.7,16,8,3,3,3,Extraversion,-
minimax/minimax-m2.7,16,9,4,4,2,Extraversion,-
minimax/minimax-m2.7,16,10,3,3,3,Extraversion,-
minimax/minimax-m2.7,17,1,4,4,4,Agreeableness,+
minimax/minimax-m2.7,17,2,4,4,4,Agreeableness,+
minimax/minimax-m2.7,17,3,4,4,4,Agreeableness,+
minimax/minimax-m2.7,17,4,1,1,1,Agreeableness,+
minimax/minimax-m2.7,17,5,4,4,4,Agreeableness,+
minimax/minimax-m2.7,17,6,4,4,4,Agreeableness,+
minimax/minimax-m2.7,17,7,4,4,4,Agreeableness,+
minimax/minimax-m2.7,17,8,4,4,4,Agreeableness,+
minimax/minimax-m2.7,17,9,4,4,4,Agreeableness,+
minimax/minimax-m2.7,17,10,4,4,4,Agreeableness,+
minimax/minimax-m2.7,18,1,2,2,4,Conscientiousness,-
minimax/minimax-m2.7,18,2,2,2,4,Conscientiousness,-
minimax/minimax-m2.7,18,3,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,18,4,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,18,5,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,18,6,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,18,7,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,18,8,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,18,9,2,2,4,Conscientiousness,-
minimax/minimax-m2.7,18,10,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,19,1,4,4,4,Emotional Stability,+
minimax/minimax-m2.7,19,2,4,4,4,Emotional Stability,+
minimax/minimax-m2.7,19,3,5,5,5,Emotional Stability,+
minimax/minimax-m2.7,19,4,5,5,5,Emotional Stability,+
minimax/minimax-m2.7,19,5,5,5,5,Emotional Stability,+
minimax/minimax-m2.7,19,6,4,4,4,Emotional Stability,+
minimax/minimax-m2.7,19,7,3,3,3,Emotional Stability,+
minimax/minimax-m2.7,19,8,2,2,2,Emotional Stability,+
minimax/minimax-m2.7,19,9,5,5,5,Emotional Stability,+
minimax/minimax-m2.7,19,10,5,5,5,Emotional Stability,+
minimax/minimax-m2.7,20,1,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,20,2,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,20,3,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,20,4,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,20,5,2,2,4,Intellect/Openness,-
minimax/minimax-m2.7,20,6,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,20,7,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,20,8,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,20,9,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,20,10,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,21,1,1,1,1,Extraversion,+
minimax/minimax-m2.7,21,2,1,1,1,Extraversion,+
minimax/minimax-m2.7,21,3,2,2,2,Extraversion,+
minimax/minimax-m2.7,21,4,1,1,1,Extraversion,+
minimax/minimax-m2.7,21,5,4,4,4,Extraversion,+
minimax/minimax-m2.7,21,6,2,2,2,Extraversion,+
minimax/minimax-m2.7,21,7,4,4,4,Extraversion,+
minimax/minimax-m2.7,21,8,1,1,1,Extraversion,+
minimax/minimax-m2.7,21,9,2,2,2,Extraversion,+
minimax/minimax-m2.7,21,10,1,1,1,Extraversion,+
minimax/minimax-m2.7,22,1,1,1,5,Agreeableness,-
minimax/minimax-m2.7,22,2,1,1,5,Agreeableness,-
minimax/minimax-m2.7,22,3,1,1,5,Agreeableness,-
minimax/minimax-m2.7,22,4,1,1,5,Agreeableness,-
minimax/minimax-m2.7,22,5,1,1,5,Agreeableness,-
minimax/minimax-m2.7,22,6,2,2,4,Agreeableness,-
minimax/minimax-m2.7,22,7,1,1,5,Agreeableness,-
minimax/minimax-m2.7,22,8,1,1,5,Agreeableness,-
minimax/minimax-m2.7,22,9,2,2,4,Agreeableness,-
minimax/minimax-m2.7,22,10,1,1,5,Agreeableness,-
minimax/minimax-m2.7,23,1,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,23,2,3,3,3,Conscientiousness,+
minimax/minimax-m2.7,23,3,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,23,4,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,23,5,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,23,6,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,23,7,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,23,8,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,23,9,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,23,10,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,24,1,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,24,2,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,24,3,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,24,4,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,24,5,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,24,6,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,24,7,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,24,8,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,24,9,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,24,10,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,25,1,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,25,2,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,25,3,3,3,3,Intellect/Openness,+
minimax/minimax-m2.7,25,4,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,25,5,3,3,3,Intellect/Openness,+
minimax/minimax-m2.7,25,6,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,25,7,3,3,3,Intellect/Openness,+
minimax/minimax-m2.7,25,8,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,25,9,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,25,10,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,26,1,1,1,5,Extraversion,-
minimax/minimax-m2.7,26,2,1,1,5,Extraversion,-
minimax/minimax-m2.7,26,3,1,1,5,Extraversion,-
minimax/minimax-m2.7,26,4,1,1,5,Extraversion,-
minimax/minimax-m2.7,26,5,1,1,5,Extraversion,-
minimax/minimax-m2.7,26,6,1,1,5,Extraversion,-
minimax/minimax-m2.7,26,7,1,1,5,Extraversion,-
minimax/minimax-m2.7,26,8,1,1,5,Extraversion,-
minimax/minimax-m2.7,26,9,2,2,4,Extraversion,-
minimax/minimax-m2.7,26,10,1,1,5,Extraversion,-
minimax/minimax-m2.7,27,1,4,4,4,Agreeableness,+
minimax/minimax-m2.7,27,2,3,3,3,Agreeableness,+
minimax/minimax-m2.7,27,3,4,4,4,Agreeableness,+
minimax/minimax-m2.7,27,4,3,3,3,Agreeableness,+
minimax/minimax-m2.7,27,5,4,4,4,Agreeableness,+
minimax/minimax-m2.7,27,6,1,1,1,Agreeableness,+
minimax/minimax-m2.7,27,7,4,4,4,Agreeableness,+
minimax/minimax-m2.7,27,8,1,1,1,Agreeableness,+
minimax/minimax-m2.7,27,9,4,4,4,Agreeableness,+
minimax/minimax-m2.7,27,10,4,4,4,Agreeableness,+
minimax/minimax-m2.7,28,1,2,2,4,Conscientiousness,-
minimax/minimax-m2.7,28,2,2,2,4,Conscientiousness,-
minimax/minimax-m2.7,28,3,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,28,4,3,3,3,Conscientiousness,-
minimax/minimax-m2.7,28,5,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,28,6,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,28,7,3,3,3,Conscientiousness,-
minimax/minimax-m2.7,28,8,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,28,9,4,4,2,Conscientiousness,-
minimax/minimax-m2.7,28,10,3,3,3,Conscientiousness,-
minimax/minimax-m2.7,29,1,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,29,2,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,29,3,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,29,4,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,29,5,3,3,3,Emotional Stability,-
minimax/minimax-m2.7,29,6,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,29,7,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,29,8,4,4,2,Emotional Stability,-
minimax/minimax-m2.7,29,9,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,29,10,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,30,1,2,2,4,Intellect/Openness,-
minimax/minimax-m2.7,30,2,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,30,3,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,30,4,3,3,3,Intellect/Openness,-
minimax/minimax-m2.7,30,5,2,2,4,Intellect/Openness,-
minimax/minimax-m2.7,30,6,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,30,7,2,2,4,Intellect/Openness,-
minimax/minimax-m2.7,30,8,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,30,9,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,30,10,1,1,5,Intellect/Openness,-
minimax/minimax-m2.7,31,1,3,3,3,Extraversion,+
minimax/minimax-m2.7,31,2,3,3,3,Extraversion,+
minimax/minimax-m2.7,31,3,1,1,1,Extraversion,+
minimax/minimax-m2.7,31,4,1,1,1,Extraversion,+
minimax/minimax-m2.7,31,5,1,1,1,Extraversion,+
minimax/minimax-m2.7,31,6,1,1,1,Extraversion,+
minimax/minimax-m2.7,31,7,1,1,1,Extraversion,+
minimax/minimax-m2.7,31,8,1,1,1,Extraversion,+
minimax/minimax-m2.7,31,9,1,1,1,Extraversion,+
minimax/minimax-m2.7,31,10,2,2,2,Extraversion,+
minimax/minimax-m2.7,32,1,1,1,5,Agreeableness,-
minimax/minimax-m2.7,32,2,1,1,5,Agreeableness,-
minimax/minimax-m2.7,32,3,1,1,5,Agreeableness,-
minimax/minimax-m2.7,32,4,1,1,5,Agreeableness,-
minimax/minimax-m2.7,32,5,4,4,2,Agreeableness,-
minimax/minimax-m2.7,32,6,3,3,3,Agreeableness,-
minimax/minimax-m2.7,32,7,1,1,5,Agreeableness,-
minimax/minimax-m2.7,32,8,1,1,5,Agreeableness,-
minimax/minimax-m2.7,32,9,1,1,5,Agreeableness,-
minimax/minimax-m2.7,32,10,2,2,4,Agreeableness,-
minimax/minimax-m2.7,33,1,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,33,2,3,3,3,Conscientiousness,+
minimax/minimax-m2.7,33,3,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,33,4,1,1,1,Conscientiousness,+
minimax/minimax-m2.7,33,5,3,3,3,Conscientiousness,+
minimax/minimax-m2.7,33,6,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,33,7,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,33,8,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,33,9,4,4,4,Conscientiousness,+
minimax/minimax-m2.7,33,10,1,1,1,Conscientiousness,+
minimax/minimax-m2.7,34,1,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,34,2,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,34,3,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,34,4,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,34,5,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,34,6,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,34,7,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,34,8,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,34,9,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,34,10,2,2,4,Emotional Stability,-
minimax/minimax-m2.7,35,1,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,35,2,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,35,3,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,35,4,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,35,5,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,35,6,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,35,7,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,35,8,"4

(Note: As an AI assistant, I don't have persistent personality traits in the human sense, but if responding as a reflection of my design, I'm built to process and understand information relatively quickly.)",4,4,Intellect/Openness,+
minimax/minimax-m2.7,35,9,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,35,10,5,5,5,Intellect/Openness,+
minimax/minimax-m2.7,36,1,4,4,2,Extraversion,-
minimax/minimax-m2.7,36,2,4,4,2,Extraversion,-
minimax/minimax-m2.7,36,3,3,3,3,Extraversion,-
minimax/minimax-m2.7,36,4,4,4,2,Extraversion,-
minimax/minimax-m2.7,36,5,3,3,3,Extraversion,-
minimax/minimax-m2.7,36,6,4,4,2,Extraversion,-
minimax/minimax-m2.7,36,7,4,4,2,Extraversion,-
minimax/minimax-m2.7,36,8,4,4,2,Extraversion,-
minimax/minimax-m2.7,36,9,3,3,3,Extraversion,-
minimax/minimax-m2.7,36,10,4,4,2,Extraversion,-
minimax/minimax-m2.7,37,1,4,4,4,Agreeableness,+
minimax/minimax-m2.7,37,2,4,4,4,Agreeableness,+
minimax/minimax-m2.7,37,3,4,4,4,Agreeableness,+
minimax/minimax-m2.7,37,4,4,4,4,Agreeableness,+
minimax/minimax-m2.7,37,5,4,4,4,Agreeableness,+
minimax/minimax-m2.7,37,6,4,4,4,Agreeableness,+
minimax/minimax-m2.7,37,7,4,4,4,Agreeableness,+
minimax/minimax-m2.7,37,8,4,4,4,Agreeableness,+
minimax/minimax-m2.7,37,9,3,3,3,Agreeableness,+
minimax/minimax-m2.7,37,10,4,4,4,Agreeableness,+
minimax/minimax-m2.7,38,1,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,38,2,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,38,3,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,38,4,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,38,5,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,38,6,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,38,7,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,38,8,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,38,9,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,38,10,1,1,5,Conscientiousness,-
minimax/minimax-m2.7,39,1,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,39,2,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,39,3,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,39,4,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,39,5,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,39,6,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,39,7,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,39,8,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,39,9,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,39,10,1,1,5,Emotional Stability,-
minimax/minimax-m2.7,40,1,3,3,3,Intellect/Openness,+
minimax/minimax-m2.7,40,2,3,3,3,Intellect/Openness,+
minimax/minimax-m2.7,40,3,2,2,2,Intellect/Openness,+
minimax/minimax-m2.7,40,4,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,40,5,2,2,2,Intellect/Openness,+
minimax/minimax-m2.7,40,6,4,4,4,Intellect/Openness,+
minimax/minimax-m2.7,40,7,3,3,3,Intellect/Openness,+
minimax/minimax-m2.7,40,8,2,2,2,Intellect/Openness,+
minimax/minimax-m2.7,40,9,3,3,3,Intellect/Openness,+
minimax/minimax-m2.7,40,10,2,2,2,Intellect/Openness,+
minimax/minimax-m2.7,41,1,3,3,3,Extraversion,+
minimax/minimax-m2.7,41,2,3,3,3,Extraversion,+
minimax/minimax-m2.7,41,3,3,3,3,Extraversion,+
minimax/minimax-m2.7,41,4,3,3,3,Extraversion,+
minimax/minimax-m2.7,41,5,3,3,3,Extraversion,+
minimax/minimax-m2.7,41,6,3,3,3,Extraversion,+
minimax/minimax-m2.7,41,7,3,3,3,Extraversion,+
minimax/minimax-m2.7,41,8,3,3,3,Extraversion,+
minimax/minimax-m2.7,41,9,3,3,3,Extraversion,+
minimax/minimax-m2.7,41,10,3,3,3,Extraversion,+
minimax/minimax-m2.7,42,1,4,4,4,Agreeableness,+
minimax/minimax-m2.7,42,2,1,1,1,Agreeableness,+
minimax/minimax-m2.7,42,3,1,1,1,Agreeableness,+
minimax/minimax-m2.7,42,4,2,2,2,Agreeableness,+
minimax/minimax-m2.7,42,5,2,2,2,Agreeableness,+
minimax/minimax-m2.7,42,6,2,2,2,Agreeableness,+
minimax/minimax-m2.7,42,7,1,1,1,Agreeableness,+
minimax/minimax-m2.7,42,8,1,1,1,Agreeableness,+
minimax/minimax-m2.7,42,9,2,2,2,Agreeableness,+
minimax/minimax-m2.7,42,10,1,1,1,Agreeableness,+
minimax/minimax-m2.7,43,1,1,1,1,Conscientiousness,+
minimax/minimax-m2.7,43,2,1,1,1,Conscientiousness,+
minimax/minimax-m2.7,43,3,1,1,1,Conscientiousness,+
minimax/minimax-m2.7,43,4,3,3,3,Conscientiousness,+
minimax/minimax-m2.7,43,5,1,1,1,Conscientiousness,+
minimax/minimax-m2.7,43,6,3,3,3,Conscientiousness,+
