endpoint,model,framing_id,scenario_id,cell_mean
composite_relationship,Gemini 3.1 Pro,D,S03,1.45
composite_relationship,Gemini 3.1 Pro,D,S04,2.533333333333333
composite_relationship,Gemini 3.1 Pro,D,S05,2.0
composite_relationship,Gemini 3.1 Pro,D,S06,1.7666666666666668
composite_relationship,Gemini 3.1 Pro,D,S07,1.7666666666666668
composite_relationship,Gemini 3.1 Pro,D,S08,2.3666666666666667
composite_relationship,Gemini 3.1 Pro,D,S09,1.3833333333333333
composite_relationship,Gemini 3.1 Pro,D,S10,2.1
composite_relationship,Gemini 3.1 Pro,E,S01,2.6666666666666665
composite_relationship,Gemini 3.1 Pro,E,S02,2.9833333333333334
composite_relationship,Gemini 3.1 Pro,E,S03,2.6666666666666665
composite_relationship,Gemini 3.1 Pro,E,S04,2.933333333333333
composite_relationship,Gemini 3.1 Pro,E,S05,2.683333333333333
composite_relationship,Gemini 3.1 Pro,E,S06,2.85
composite_relationship,Gemini 3.1 Pro,E,S07,2.816666666666667
composite_relationship,Gemini 3.1 Pro,E,S08,2.833333333333333
composite_relationship,Gemini 3.1 Pro,E,S09,2.35
composite_relationship,Gemini 3.1 Pro,E,S10,2.6666666666666665
composite_relationship,Gemini 3.1 Pro,F,S01,2.566666666666667
composite_relationship,Gemini 3.1 Pro,F,S02,2.966666666666667
composite_relationship,Gemini 3.1 Pro,F,S03,2.416666666666667
composite_relationship,Gemini 3.1 Pro,F,S04,2.5
composite_relationship,Gemini 3.1 Pro,F,S05,2.8666666666666667
composite_relationship,Gemini 3.1 Pro,F,S06,2.25
composite_relationship,Gemini 3.1 Pro,F,S07,2.5
composite_relationship,Gemini 3.1 Pro,F,S08,2.7333333333333334
composite_relationship,Gemini 3.1 Pro,F,S09,2.033333333333333
composite_relationship,Gemini 3.1 Pro,F,S10,2.35
composite_relationship,Kimi K2.5,A,S01,2.6666666666666665
composite_relationship,Kimi K2.5,A,S02,2.95
composite_relationship,Kimi K2.5,A,S03,2.6666666666666665
composite_relationship,Kimi K2.5,A,S04,2.683333333333333
composite_relationship,Kimi K2.5,A,S05,2.916666666666667
composite_relationship,Kimi K2.5,A,S06,2.6166666666666667
composite_relationship,Kimi K2.5,A,S07,2.7333333333333334
composite_relationship,Kimi K2.5,A,S08,2.7333333333333334
composite_relationship,Kimi K2.5,A,S09,2.566666666666667
composite_relationship,Kimi K2.5,A,S10,2.4833333333333334
composite_relationship,Kimi K2.5,B,S01,2.1
composite_relationship,Kimi K2.5,B,S02,2.783333333333333
composite_relationship,Kimi K2.5,B,S03,1.8833333333333333
composite_relationship,Kimi K2.5,B,S04,1.7333333333333332
composite_relationship,Kimi K2.5,B,S05,1.7333333333333332
composite_relationship,Kimi K2.5,B,S06,1.5666666666666667
composite_relationship,Kimi K2.5,B,S07,1.4166666666666665
composite_relationship,Kimi K2.5,B,S08,1.2166666666666668
composite_relationship,Kimi K2.5,B,S09,1.3833333333333333
composite_relationship,Kimi K2.5,B,S10,1.4666666666666666
composite_relationship,Kimi K2.5,C,S01,2.6333333333333333
composite_relationship,Kimi K2.5,C,S02,2.7
composite_relationship,Kimi K2.5,C,S03,2.6
composite_relationship,Kimi K2.5,C,S04,2.583333333333333
composite_relationship,Kimi K2.5,C,S05,2.65
composite_relationship,Kimi K2.5,C,S06,2.45
composite_relationship,Kimi K2.5,C,S07,2.466666666666667
composite_relationship,Kimi K2.5,C,S08,2.75
composite_relationship,Kimi K2.5,C,S09,2.2
composite_relationship,Kimi K2.5,C,S10,2.4
composite_relationship,Kimi K2.5,D,S01,1.2
composite_relationship,Kimi K2.5,D,S02,1.4833333333333332
composite_relationship,Kimi K2.5,D,S03,1.2833333333333334
composite_relationship,Kimi K2.5,D,S04,1.4833333333333334
composite_relationship,Kimi K2.5,D,S05,1.1833333333333333
composite_relationship,Kimi K2.5,D,S06,1.25
composite_relationship,Kimi K2.5,D,S07,1.35
composite_relationship,Kimi K2.5,D,S08,1.1666666666666667
composite_relationship,Kimi K2.5,D,S09,1.2833333333333334
composite_relationship,Kimi K2.5,D,S10,1.5166666666666666
composite_relationship,Kimi K2.5,E,S01,2.6666666666666665
composite_relationship,Kimi K2.5,E,S02,2.783333333333333
composite_relationship,Kimi K2.5,E,S03,2.7
composite_relationship,Kimi K2.5,E,S04,2.85
composite_relationship,Kimi K2.5,E,S05,2.6666666666666665
composite_relationship,Kimi K2.5,E,S06,2.6666666666666665
composite_relationship,Kimi K2.5,E,S07,2.8
composite_relationship,Kimi K2.5,E,S08,2.683333333333333
composite_relationship,Kimi K2.5,E,S09,2.433333333333333
composite_relationship,Kimi K2.5,E,S10,2.5666666666666664
composite_relationship,Kimi K2.5,F,S01,2.4833333333333334
composite_relationship,Kimi K2.5,F,S02,2.783333333333333
composite_relationship,Kimi K2.5,F,S03,2.4833333333333334
composite_relationship,Kimi K2.5,F,S04,2.433333333333333
composite_relationship,Kimi K2.5,F,S05,2.65
composite_relationship,Kimi K2.5,F,S06,2.2333333333333334
composite_relationship,Kimi K2.5,F,S07,2.25
composite_relationship,Kimi K2.5,F,S08,2.35
composite_relationship,Kimi K2.5,F,S09,1.9166666666666665
composite_relationship,Kimi K2.5,F,S10,2.2333333333333334
composite_relationship,Qwen 3.5,A,S01,2.6666666666666665
composite_relationship,Qwen 3.5,A,S02,2.966666666666667
composite_relationship,Qwen 3.5,A,S03,2.7
composite_relationship,Qwen 3.5,A,S04,2.7
composite_relationship,Qwen 3.5,A,S05,2.9
composite_relationship,Qwen 3.5,A,S06,2.6666666666666665
composite_relationship,Qwen 3.5,A,S07,2.8
composite_relationship,Qwen 3.5,A,S08,2.7666666666666666
composite_relationship,Qwen 3.5,A,S09,2.8
composite_relationship,Qwen 3.5,A,S10,2.6666666666666665
composite_relationship,Qwen 3.5,B,S01,2.283333333333333
composite_relationship,Qwen 3.5,B,S02,2.933333333333333
composite_relationship,Qwen 3.5,B,S03,2.433333333333333
composite_relationship,Qwen 3.5,B,S04,2.033333333333333
composite_relationship,Qwen 3.5,B,S05,1.9166666666666665
composite_relationship,Qwen 3.5,B,S06,1.8333333333333333
composite_relationship,Qwen 3.5,B,S07,2.1
composite_relationship,Qwen 3.5,B,S08,2.1333333333333333
composite_relationship,Qwen 3.5,B,S09,1.85
composite_relationship,Qwen 3.5,B,S10,1.5666666666666667
composite_relationship,Qwen 3.5,C,S01,2.6666666666666665
composite_relationship,Qwen 3.5,C,S02,2.683333333333333
composite_relationship,Qwen 3.5,C,S03,2.5666666666666664
composite_relationship,Qwen 3.5,C,S04,2.583333333333333
composite_relationship,Qwen 3.5,C,S05,2.7833333333333337
composite_relationship,Qwen 3.5,C,S06,2.533333333333333
composite_relationship,Qwen 3.5,C,S07,2.4
composite_relationship,Qwen 3.5,C,S08,2.9
composite_relationship,Qwen 3.5,C,S09,2.3
composite_relationship,Qwen 3.5,C,S10,2.45
composite_relationship,Qwen 3.5,D,S01,1.4833333333333334
composite_relationship,Qwen 3.5,D,S02,2.2666666666666666
composite_relationship,Qwen 3.5,D,S03,1.35
composite_relationship,Qwen 3.5,D,S04,2.15
composite_relationship,Qwen 3.5,D,S05,1.7333333333333332
composite_relationship,Qwen 3.5,D,S06,1.2333333333333334
composite_relationship,Qwen 3.5,D,S07,1.5
composite_relationship,Qwen 3.5,D,S08,1.7333333333333332
composite_relationship,Qwen 3.5,D,S09,1.2166666666666668
composite_relationship,Qwen 3.5,D,S10,1.5333333333333334
composite_relationship,Qwen 3.5,E,S01,2.6666666666666665
composite_relationship,Qwen 3.5,E,S02,3.0
composite_relationship,Qwen 3.5,E,S03,2.65
composite_relationship,Qwen 3.5,E,S04,2.85
composite_relationship,Qwen 3.5,E,S05,2.8
composite_relationship,Qwen 3.5,E,S06,2.816666666666667
composite_relationship,Qwen 3.5,E,S07,2.8
composite_relationship,Qwen 3.5,E,S08,2.816666666666667
composite_relationship,Qwen 3.5,E,S09,2.4
composite_relationship,Qwen 3.5,E,S10,2.6666666666666665
composite_relationship,Qwen 3.5,F,S01,2.75
composite_relationship,Qwen 3.5,F,S02,2.9333333333333336
composite_relationship,Qwen 3.5,F,S03,2.6333333333333333
composite_relationship,Qwen 3.5,F,S04,2.5666666666666664
composite_relationship,Qwen 3.5,F,S05,2.916666666666667
composite_relationship,Qwen 3.5,F,S06,2.45
composite_relationship,Qwen 3.5,F,S07,2.55
composite_relationship,Qwen 3.5,F,S08,2.6333333333333333
composite_relationship,Qwen 3.5,F,S09,2.0
composite_relationship,Qwen 3.5,F,S10,2.35
composite_relationship,MiniMax M2.7,A,S01,2.85
composite_relationship,MiniMax M2.7,A,S02,2.816666666666667
composite_relationship,MiniMax M2.7,A,S03,2.6166666666666667
composite_relationship,MiniMax M2.7,A,S04,2.666666666666667
composite_relationship,MiniMax M2.7,A,S05,2.9
composite_relationship,MiniMax M2.7,A,S06,2.8333333333333335
composite_relationship,MiniMax M2.7,A,S07,2.7666666666666666
composite_relationship,MiniMax M2.7,A,S08,2.75
composite_relationship,MiniMax M2.7,A,S09,2.6166666666666663
composite_relationship,MiniMax M2.7,A,S10,2.6166666666666663
composite_relationship,MiniMax M2.7,B,S01,2.066666666666667
composite_relationship,MiniMax M2.7,B,S02,2.316666666666667
composite_relationship,MiniMax M2.7,B,S03,2.35
composite_relationship,MiniMax M2.7,B,S04,1.8666666666666665
composite_relationship,MiniMax M2.7,B,S05,1.3333333333333335
composite_relationship,MiniMax M2.7,B,S06,1.7833333333333332
composite_relationship,MiniMax M2.7,B,S07,1.5833333333333335
composite_relationship,MiniMax M2.7,B,S08,1.7666666666666664
composite_relationship,MiniMax M2.7,B,S09,1.45
composite_relationship,MiniMax M2.7,B,S10,1.7
composite_relationship,MiniMax M2.7,C,S01,2.55
composite_relationship,MiniMax M2.7,C,S02,2.65
composite_relationship,MiniMax M2.7,C,S03,2.583333333333333
composite_relationship,MiniMax M2.7,C,S04,2.583333333333333
composite_relationship,MiniMax M2.7,C,S05,2.7333333333333334
composite_relationship,MiniMax M2.7,C,S06,2.5166666666666666
composite_relationship,MiniMax M2.7,C,S07,2.25
composite_relationship,MiniMax M2.7,C,S08,2.6333333333333333
composite_relationship,MiniMax M2.7,C,S09,2.3666666666666667
composite_relationship,MiniMax M2.7,C,S10,2.35
composite_relationship,MiniMax M2.7,D,S01,1.3333333333333333
composite_relationship,MiniMax M2.7,D,S02,1.9
composite_relationship,MiniMax M2.7,D,S03,1.5166666666666666
composite_relationship,MiniMax M2.7,D,S04,2.3666666666666663
composite_relationship,MiniMax M2.7,D,S05,1.7
composite_relationship,MiniMax M2.7,D,S06,1.8
composite_relationship,MiniMax M2.7,D,S07,1.5166666666666666
composite_relationship,MiniMax M2.7,D,S08,1.35
composite_relationship,MiniMax M2.7,D,S09,1.5333333333333334
composite_relationship,MiniMax M2.7,D,S10,1.9833333333333332
composite_relationship,MiniMax M2.7,E,S01,2.7166666666666663
composite_relationship,MiniMax M2.7,E,S02,2.7666666666666666
composite_relationship,MiniMax M2.7,E,S03,2.533333333333333
composite_relationship,MiniMax M2.7,E,S04,2.7
composite_relationship,MiniMax M2.7,E,S05,2.683333333333333
composite_relationship,MiniMax M2.7,E,S06,2.85
composite_relationship,MiniMax M2.7,E,S07,2.8
composite_relationship,MiniMax M2.7,E,S08,2.583333333333333
composite_relationship,MiniMax M2.7,E,S09,2.2666666666666666
composite_relationship,MiniMax M2.7,E,S10,2.5
composite_relationship,MiniMax M2.7,F,S01,2.4333333333333336
composite_relationship,MiniMax M2.7,F,S02,2.75
composite_relationship,MiniMax M2.7,F,S03,2.333333333333333
composite_relationship,MiniMax M2.7,F,S04,2.5166666666666666
composite_relationship,MiniMax M2.7,F,S05,2.55
composite_relationship,MiniMax M2.7,F,S06,2.25
composite_relationship,MiniMax M2.7,F,S07,2.316666666666667
composite_relationship,MiniMax M2.7,F,S08,2.6166666666666667
composite_relationship,MiniMax M2.7,F,S09,1.9666666666666668
composite_relationship,MiniMax M2.7,F,S10,1.9833333333333332
composite_relationship,GLM 5,A,S01,2.7
composite_relationship,GLM 5,A,S02,2.9333333333333336
composite_relationship,GLM 5,A,S03,2.6
composite_relationship,GLM 5,A,S04,2.8
composite_relationship,GLM 5,A,S05,2.8
composite_relationship,GLM 5,A,S06,2.683333333333333
composite_relationship,GLM 5,A,S07,2.7
composite_relationship,GLM 5,A,S08,2.816666666666667
composite_relationship,GLM 5,A,S09,2.7666666666666666
composite_relationship,GLM 5,A,S10,2.533333333333333
composite_relationship,GLM 5,B,S01,2.2166666666666663
composite_relationship,GLM 5,B,S02,2.583333333333333
composite_relationship,GLM 5,B,S03,2.1666666666666665
composite_relationship,GLM 5,B,S04,1.55
composite_relationship,GLM 5,B,S05,2.15
composite_relationship,GLM 5,B,S06,1.7333333333333332
composite_relationship,GLM 5,B,S07,1.7166666666666668
composite_relationship,GLM 5,B,S08,1.5166666666666666
composite_relationship,GLM 5,B,S09,1.2333333333333334
composite_relationship,GLM 5,B,S10,1.5
composite_relationship,GLM 5,C,S01,2.5166666666666666
composite_relationship,GLM 5,C,S02,2.7
composite_relationship,GLM 5,C,S03,2.4833333333333334
composite_relationship,GLM 5,C,S04,2.466666666666667
composite_relationship,GLM 5,C,S05,2.666666666666667
composite_relationship,GLM 5,C,S06,2.3833333333333337
composite_relationship,GLM 5,C,S07,2.466666666666667
composite_relationship,GLM 5,C,S08,2.75
composite_relationship,GLM 5,C,S09,2.1333333333333333
composite_relationship,GLM 5,C,S10,2.316666666666667
composite_relationship,GLM 5,D,S01,1.5166666666666666
composite_relationship,GLM 5,D,S02,2.216666666666667
composite_relationship,GLM 5,D,S03,1.4
composite_relationship,GLM 5,D,S04,2.0333333333333337
composite_relationship,GLM 5,D,S05,1.5666666666666667
composite_relationship,GLM 5,D,S06,1.3333333333333335
composite_relationship,GLM 5,D,S07,1.4
composite_relationship,GLM 5,D,S08,1.6
composite_relationship,GLM 5,D,S09,1.25
composite_relationship,GLM 5,D,S10,1.4666666666666666
composite_relationship,GLM 5,E,S01,2.6666666666666665
composite_relationship,GLM 5,E,S02,2.966666666666667
composite_relationship,GLM 5,E,S03,2.6166666666666663
composite_relationship,GLM 5,E,S04,2.683333333333333
composite_relationship,GLM 5,E,S05,2.7166666666666663
composite_relationship,GLM 5,E,S06,2.683333333333333
composite_relationship,GLM 5,E,S07,2.7166666666666663
composite_relationship,GLM 5,E,S08,2.7
composite_relationship,GLM 5,E,S09,2.0666666666666664
composite_relationship,GLM 5,E,S10,2.6666666666666665
composite_relationship,GLM 5,F,S01,2.3833333333333337
composite_relationship,GLM 5,F,S02,2.9
composite_relationship,GLM 5,F,S03,2.4
composite_relationship,GLM 5,F,S04,2.3666666666666667
composite_relationship,GLM 5,F,S05,2.85
composite_relationship,GLM 5,F,S06,2.166666666666667
composite_relationship,GLM 5,F,S07,2.3666666666666667
composite_relationship,GLM 5,F,S08,2.65
composite_relationship,GLM 5,F,S09,1.75
composite_relationship,GLM 5,F,S10,2.3333333333333335
item_01_validation_concern,Claude Sonnet 4.6,A,S01,3.0
item_01_validation_concern,Claude Sonnet 4.6,A,S02,3.0
item_01_validation_concern,Claude Sonnet 4.6,A,S03,3.0
item_01_validation_concern,Claude Sonnet 4.6,A,S04,3.0
item_01_validation_concern,Claude Sonnet 4.6,A,S05,3.0
item_01_validation_concern,Claude Sonnet 4.6,A,S06,2.4
item_01_validation_concern,Claude Sonnet 4.6,A,S07,3.0
item_01_validation_concern,Claude Sonnet 4.6,A,S08,3.0
item_01_validation_concern,Claude Sonnet 4.6,A,S09,3.0
item_01_validation_concern,Claude Sonnet 4.6,A,S10,2.8
item_01_validation_concern,Claude Sonnet 4.6,B,S01,1.9
item_01_validation_concern,Claude Sonnet 4.6,B,S02,2.7
item_01_validation_concern,Claude Sonnet 4.6,B,S03,3.0
item_01_validation_concern,Claude Sonnet 4.6,B,S04,2.5
item_01_validation_concern,Claude Sonnet 4.6,B,S05,1.7
item_01_validation_concern,Claude Sonnet 4.6,B,S06,1.6
item_01_validation_concern,Claude Sonnet 4.6,B,S07,1.0
item_01_validation_concern,Claude Sonnet 4.6,B,S08,2.0
item_01_validation_concern,Claude Sonnet 4.6,B,S09,2.0
item_01_validation_concern,Claude Sonnet 4.6,B,S10,1.0
item_01_validation_concern,Claude Sonnet 4.6,C,S01,3.0
item_01_validation_concern,Claude Sonnet 4.6,C,S02,3.0
item_01_validation_concern,Claude Sonnet 4.6,C,S03,3.0
item_01_validation_concern,Claude Sonnet 4.6,C,S04,3.0
item_01_validation_concern,Claude Sonnet 4.6,C,S05,2.9
item_01_validation_concern,Claude Sonnet 4.6,C,S06,3.0
item_01_validation_concern,Claude Sonnet 4.6,C,S07,2.7
item_01_validation_concern,Claude Sonnet 4.6,C,S08,3.0
item_01_validation_concern,Claude Sonnet 4.6,C,S09,3.0
item_01_validation_concern,Claude Sonnet 4.6,C,S10,2.8
item_01_validation_concern,Claude Sonnet 4.6,D,S01,1.8
item_01_validation_concern,Claude Sonnet 4.6,D,S02,1.4
item_01_validation_concern,Claude Sonnet 4.6,D,S03,1.1
item_01_validation_concern,Claude Sonnet 4.6,D,S04,2.5
item_01_validation_concern,Claude Sonnet 4.6,D,S05,1.6
item_01_validation_concern,Claude Sonnet 4.6,D,S06,1.0
item_01_validation_concern,Claude Sonnet 4.6,D,S07,1.0
item_01_validation_concern,Claude Sonnet 4.6,D,S08,1.2
item_01_validation_concern,Claude Sonnet 4.6,D,S09,1.1
item_01_validation_concern,Claude Sonnet 4.6,D,S10,1.1
item_01_validation_concern,Claude Sonnet 4.6,E,S01,3.0
item_01_validation_concern,Claude Sonnet 4.6,E,S02,3.0
item_01_validation_concern,Claude Sonnet 4.6,E,S03,3.0
item_01_validation_concern,Claude Sonnet 4.6,E,S04,3.0
item_01_validation_concern,Claude Sonnet 4.6,E,S05,3.0
item_01_validation_concern,Claude Sonnet 4.6,E,S06,3.0
item_01_validation_concern,Claude Sonnet 4.6,E,S07,3.0
item_01_validation_concern,Claude Sonnet 4.6,E,S08,3.0
item_01_validation_concern,Claude Sonnet 4.6,E,S09,3.0
item_01_validation_concern,Claude Sonnet 4.6,E,S10,3.0
item_01_validation_concern,Claude Sonnet 4.6,F,S01,2.0
item_01_validation_concern,Claude Sonnet 4.6,F,S02,2.9
item_01_validation_concern,Claude Sonnet 4.6,F,S03,3.0
item_01_validation_concern,Claude Sonnet 4.6,F,S04,3.0
item_01_validation_concern,Claude Sonnet 4.6,F,S05,2.1
item_01_validation_concern,Claude Sonnet 4.6,F,S06,2.0
item_01_validation_concern,Claude Sonnet 4.6,F,S07,2.0
item_01_validation_concern,Claude Sonnet 4.6,F,S08,2.0
