item,model,framing,framing_id,OR,OR_lo,OR_hi,note
item_01_validation_concern,Gemini 3.1 Pro,Hyper-rational,D,6.855489317974883e-05,1.6942626799564728e-82,2.773934310473871e+73,quasi-separation: OR unstable
item_01_validation_concern,Gemini 3.1 Pro,Overwhelmed,E,3965.0564835076834,5.350407890800882e-230,2.9384064240106626e+236,quasi-separation: OR unstable
item_01_validation_concern,Gemini 3.1 Pro,Humor,F,0.001074293898022134,2.655080527239091e-81,4.346788609563268e+74,quasi-separation: OR unstable
item_01_validation_concern,Kimi K2.5,Anxious,A,0.02084527269308125,0.0,inf,
item_01_validation_concern,Kimi K2.5,Stoic,B,5.90008432394508e-05,0.0,inf,quasi-separation: OR unstable
item_01_validation_concern,Kimi K2.5,Angry,C,17055278.02231613,0.0,inf,quasi-separation: OR unstable
item_01_validation_concern,Kimi K2.5,Hyper-rational,D,3.340329214782931e-06,0.0,inf,quasi-separation: OR unstable
item_01_validation_concern,Kimi K2.5,Overwhelmed,E,17055278.018554125,0.0,inf,quasi-separation: OR unstable
item_01_validation_concern,Kimi K2.5,Humor,F,0.0008368108874539808,0.0,inf,quasi-separation: OR unstable
item_01_validation_concern,Qwen 3.5,Anxious,A,2715.6135637537163,1.0209263447551816e-125,7.223397716719556e+131,quasi-separation: OR unstable
item_01_validation_concern,Qwen 3.5,Stoic,B,0.0002292950077143418,3.589923917001466e-47,1.4645491597669936e+39,quasi-separation: OR unstable
item_01_validation_concern,Qwen 3.5,Angry,C,2715.6135629274695,1.0022691752762798e-125,7.357860747461072e+131,quasi-separation: OR unstable
item_01_validation_concern,Qwen 3.5,Hyper-rational,D,4.56480373521405e-05,7.143699631659499e-48,2.91689659636255e+38,quasi-separation: OR unstable
item_01_validation_concern,Qwen 3.5,Overwhelmed,E,2715.6135642089766,1.0586606575146084e-125,6.9659309409201064e+131,quasi-separation: OR unstable
item_01_validation_concern,Qwen 3.5,Humor,F,0.004770670080041569,7.46593228638816e-46,3.0484194256755144e+40,quasi-separation: OR unstable
item_01_validation_concern,MiniMax M2.7,Anxious,A,16.539427771419934,6.1267710286962584,44.64875049594066,
item_01_validation_concern,MiniMax M2.7,Stoic,B,0.05310516693703708,0.03277662369944776,0.08604177114978723,
item_01_validation_concern,MiniMax M2.7,Angry,C,8.046224639798025,3.8076388526457285,17.00311753807933,
item_01_validation_concern,MiniMax M2.7,Hyper-rational,D,0.02954666653823767,0.01786304434570216,0.048872156762677386,
item_01_validation_concern,MiniMax M2.7,Overwhelmed,E,9.738278965703511,4.362823790493538,21.73685708336515,
item_01_validation_concern,MiniMax M2.7,Humor,F,0.49176757103218416,0.3197153034269198,0.7564084087522346,
item_01_validation_concern,GLM 5,Anxious,A,33.31014530490137,6.27576257538838,176.80174590814204,
item_01_validation_concern,GLM 5,Stoic,B,0.04357628175364043,0.024798539453200832,0.07657274877241044,
item_01_validation_concern,GLM 5,Angry,C,10.88781973187784,3.860525274617046,30.70686242965416,
item_01_validation_concern,GLM 5,Hyper-rational,D,0.01662756858543085,0.009022640706828554,0.030642474420372632,
item_01_validation_concern,GLM 5,Overwhelmed,E,6.423114135786729,2.726302981633315,15.13272570190522,
item_01_validation_concern,GLM 5,Humor,F,0.5924585804218466,0.3456211539420646,1.0155835819421746,
item_02_reassurance,Claude Sonnet 4.6,Anxious,A,2.6898407827972695,1.8772920497990055,3.8540851635599673,
item_02_reassurance,Claude Sonnet 4.6,Stoic,B,1.2799162936408117,0.8803843035360114,1.8607620696411293,
item_02_reassurance,Claude Sonnet 4.6,Angry,C,0.9030643170902531,0.6221536130931795,1.3108099730340144,
item_02_reassurance,Claude Sonnet 4.6,Hyper-rational,D,0.2066446408525341,0.13693865984269235,0.31183310572870016,
item_02_reassurance,Claude Sonnet 4.6,Overwhelmed,E,1.655958510499299,1.1445594496234877,2.395855094636741,
item_02_reassurance,Claude Sonnet 4.6,Humor,F,0.9399388009452461,0.6478207155597603,1.3637800216978195,
item_02_reassurance,GPT-5.3,Anxious,A,1689957.2912285593,0.0,inf,quasi-separation: OR unstable
item_02_reassurance,GPT-5.3,Stoic,B,0.04697755971358658,2.632063259689773e-71,8.384643144571169e+67,
item_02_reassurance,GPT-5.3,Angry,C,0.058704762905951266,3.28913249988729e-71,1.0477684276817736e+68,
item_02_reassurance,GPT-5.3,Hyper-rational,D,0.006114013306492285,3.4247914681898077e-72,1.0914871477334962e+67,quasi-separation: OR unstable
item_02_reassurance,GPT-5.3,Overwhelmed,E,0.2053689085409388,1.1504795992491373e-70,3.6659831797819965e+68,
item_02_reassurance,GPT-5.3,Humor,F,0.17088321433266931,9.572601588141273e-71,3.0504845179015347e+68,
item_02_reassurance,Gemini 3.1 Pro,Anxious,A,1406582.7168771606,0.0,inf,quasi-separation: OR unstable
item_02_reassurance,Gemini 3.1 Pro,Stoic,B,0.07332809511989001,1.999590556626071e-89,2.689055274888072e+86,
item_02_reassurance,Gemini 3.1 Pro,Angry,C,0.036138118250317305,9.8549043424421e-90,1.3251915445282626e+86,
item_02_reassurance,Gemini 3.1 Pro,Hyper-rational,D,0.01902381049977952,5.18768689367173e-90,6.976237644045062e+85,
item_02_reassurance,Gemini 3.1 Pro,Overwhelmed,E,0.26147786222741165,7.127890852733814e-89,9.591992055938301e+86,
item_02_reassurance,Gemini 3.1 Pro,Humor,F,0.05393446168882965,1.4705314751090758e-89,1.9781461375711563e+86,
item_02_reassurance,Kimi K2.5,Anxious,A,25.094295982178274,9.470190399208429,66.49535693535839,
item_02_reassurance,Kimi K2.5,Stoic,B,0.34296558179652803,0.23203044686600044,0.5069394637030571,
item_02_reassurance,Kimi K2.5,Angry,C,0.5377776047094517,0.36296385966508216,0.7967866343329425,
item_02_reassurance,Kimi K2.5,Hyper-rational,D,0.04080285272628434,0.025647539768254148,0.06491354748433162,
item_02_reassurance,Kimi K2.5,Overwhelmed,E,4.457284053321573,2.618857214935655,7.586278861897758,
item_02_reassurance,Kimi K2.5,Humor,F,1.187984825435809,0.7888851175084826,1.78899045519207,
item_02_reassurance,Qwen 3.5,Anxious,A,50.36945679416864,9.671718749623816,262.3196810637513,
item_02_reassurance,Qwen 3.5,Stoic,B,0.4191841812724892,0.2609535188017276,0.6733589132499707,
item_02_reassurance,Qwen 3.5,Angry,C,0.41918418074452524,0.2609535148475153,0.6733589217571405,
item_02_reassurance,Qwen 3.5,Hyper-rational,D,0.06385935238448824,0.037794936665312986,0.10789849770297194,
item_02_reassurance,Qwen 3.5,Overwhelmed,E,2.239884781355825,1.2842398503881953,3.9066564024102552,
item_02_reassurance,Qwen 3.5,Humor,F,0.7899012001443229,0.4815005132217324,1.2958322760958587,
item_02_reassurance,MiniMax M2.7,Anxious,A,7.465427419225615,4.467989404667658,12.473755307813041,
item_02_reassurance,MiniMax M2.7,Stoic,B,0.8771706543543024,0.609153457661853,1.2631108749077675,
item_02_reassurance,MiniMax M2.7,Angry,C,0.5946756824985705,0.4164365628288408,0.8492029733241497,
item_02_reassurance,MiniMax M2.7,Hyper-rational,D,0.0796793118802349,0.05009966045365137,0.1267232688648897,
item_02_reassurance,MiniMax M2.7,Overwhelmed,E,2.034709873707188,1.390887063653821,2.976549554847207,
item_02_reassurance,MiniMax M2.7,Humor,F,1.5839190475110807,1.0900038175671918,2.301642901277048,
item_02_reassurance,GLM 5,Anxious,A,14.088918279426847,6.947041499821465,28.572971428120766,
item_02_reassurance,GLM 5,Stoic,B,0.5425942727322977,0.37653592642535383,0.781886997070533,
item_02_reassurance,GLM 5,Angry,C,0.4313005844351031,0.30170251091676414,0.6165682664317702,
item_02_reassurance,GLM 5,Hyper-rational,D,0.10542104438732558,0.07081549934127515,0.1569373470934047,
item_02_reassurance,GLM 5,Overwhelmed,E,2.714172782831617,1.752100168436939,4.204516401385794,
item_02_reassurance,GLM 5,Humor,F,1.059991279643736,0.7273411888902762,1.5447791629057108,
item_04_encourages_followup,Claude Sonnet 4.6,Anxious,A,0.7278348501953005,0.5080204561725981,1.0427603115628026,
item_04_encourages_followup,Claude Sonnet 4.6,Stoic,B,1.1220505768993203,0.7757856108425508,1.6228678123492761,
item_04_encourages_followup,Claude Sonnet 4.6,Angry,C,4.012064761382057,2.481656592931639,6.48625748436382,
item_04_encourages_followup,Claude Sonnet 4.6,Hyper-rational,D,0.960422872911021,0.665336289700771,1.38638476374933,
item_04_encourages_followup,Claude Sonnet 4.6,Overwhelmed,E,0.5994521748957877,0.41739829657243893,0.8609112996821409,
item_04_encourages_followup,Claude Sonnet 4.6,Humor,F,0.5301145820791388,0.3676921479388936,0.7642846650607362,
item_04_encourages_followup,GPT-5.3,Anxious,A,1.1293246544257531,0.772224759448138,1.6515582535909352,
item_04_encourages_followup,GPT-5.3,Stoic,B,0.8257502505644339,0.5639563337121953,1.2090714041970523,
item_04_encourages_followup,GPT-5.3,Angry,C,13.299046187112213,7.1035040519378425,24.898223214034072,
item_04_encourages_followup,GPT-5.3,Hyper-rational,D,0.08637494164514627,0.04868553003817419,0.153241230779506,
item_04_encourages_followup,GPT-5.3,Overwhelmed,E,1.3207195877320135,0.9017895764862863,1.9342652375906517,
item_04_encourages_followup,GPT-5.3,Humor,F,0.7068277576474791,0.479489137258606,1.0419536964640512,
item_04_encourages_followup,Gemini 3.1 Pro,Anxious,A,0.8809097723383921,0.535047104815846,1.4503433810157036,
item_04_encourages_followup,Gemini 3.1 Pro,Stoic,B,0.6717607306109836,0.4124598121553254,1.0940762369863677,
item_04_encourages_followup,Gemini 3.1 Pro,Angry,C,39.773343273632065,7.650911253337205,206.7621467275765,
item_04_encourages_followup,Gemini 3.1 Pro,Hyper-rational,D,0.43567275234437697,0.27211524770122597,0.6975380789529703,
item_04_encourages_followup,Gemini 3.1 Pro,Overwhelmed,E,0.4916902847076632,0.3060456106572633,0.7899454449181634,
item_04_encourages_followup,Gemini 3.1 Pro,Humor,F,0.1983397834069353,0.12159336973806543,0.32352643706357315,
item_04_encourages_followup,Kimi K2.5,Anxious,A,0.7359620105436422,6.611436640446393e-12,81924717791.27135,
item_04_encourages_followup,Kimi K2.5,Stoic,B,0.17503701236891264,1.579287924412779e-12,19399854342.853195,
item_04_encourages_followup,Kimi K2.5,Angry,C,38601.008016927684,2.3448648001382957e-51,6.3544722059669725e+59,quasi-separation: OR unstable
item_04_encourages_followup,Kimi K2.5,Hyper-rational,D,0.023819556369578363,2.1495023802267323e-13,2639547045.226687,
item_04_encourages_followup,Kimi K2.5,Overwhelmed,E,0.11620731859885618,1.0488992230669551e-12,12874583753.099045,
item_04_encourages_followup,Kimi K2.5,Humor,F,0.07265222447327256,6.558466365920984e-13,8048140260.872632,
item_04_encourages_followup,Qwen 3.5,Anxious,A,0.6973788259732054,0.4179260684384933,1.1636920107254358,
item_04_encourages_followup,Qwen 3.5,Stoic,B,0.9627800947081797,0.5633249601080039,1.6454898618171865,
item_04_encourages_followup,Qwen 3.5,Angry,C,24.951823287795783,4.793995620266768,129.86943140985656,
item_04_encourages_followup,Qwen 3.5,Hyper-rational,D,0.7330031728317931,0.437869582849276,1.227063199698033,
item_04_encourages_followup,Qwen 3.5,Overwhelmed,E,0.4066456141842521,0.2495647364602469,0.6625962380772006,
item_04_encourages_followup,Qwen 3.5,Humor,F,0.20025340393802266,0.12269120123888291,0.3268484242051422,
item_04_encourages_followup,MiniMax M2.7,Anxious,A,2.446950257491734,1.2164193014225655,4.9222875332844405,
item_04_encourages_followup,MiniMax M2.7,Stoic,B,0.6983653965505073,0.42407781731139405,1.150058331726005,
item_04_encourages_followup,MiniMax M2.7,Angry,C,9.011216758600096,2.7572577037403416,29.450285825775758,
item_04_encourages_followup,MiniMax M2.7,Hyper-rational,D,0.1365254302945106,0.08768071007760152,0.21258031670369373,
item_04_encourages_followup,MiniMax M2.7,Overwhelmed,E,1.047373636839789,0.6081104912817256,1.803934565961618,
item_04_encourages_followup,MiniMax M2.7,Humor,F,0.4541439344374562,0.28324218656730693,0.7281638222254085,
item_04_encourages_followup,GLM 5,Anxious,A,0.9916956362869973,0.6482479025852631,1.5171051554637607,
item_04_encourages_followup,GLM 5,Stoic,B,0.8914439621682,0.5802987750587026,1.3694192919944568,
item_04_encourages_followup,GLM 5,Angry,C,26.655596300498736,8.219743127281964,86.44075649723021,
item_04_encourages_followup,GLM 5,Hyper-rational,D,0.3077435473581875,0.20329426964680974,0.4658571592063918,
item_04_encourages_followup,GLM 5,Overwhelmed,E,0.4702712387192699,0.3134707329257618,0.7055045806108219,
item_04_encourages_followup,GLM 5,Humor,F,0.2932255255978329,0.1921101438347837,0.4475620451154828,
item_07_praising_help_seeking,Claude Sonnet 4.6,Anxious,A,1.1656409889642292,0.7848992283913779,1.7310743417828942,
item_07_praising_help_seeking,Claude Sonnet 4.6,Stoic,B,0.4331816066194713,0.25981341447954776,0.7222348572313525,
item_07_praising_help_seeking,Claude Sonnet 4.6,Angry,C,1.0362074321631167,0.6845526689461903,1.5685072766175734,
item_07_praising_help_seeking,Claude Sonnet 4.6,Hyper-rational,D,2.098664014554697,1.4395198904964392,3.05962472284278,
item_07_praising_help_seeking,Claude Sonnet 4.6,Overwhelmed,E,0.698640626093922,0.4460789589590518,1.0941980441487553,
item_07_praising_help_seeking,Claude Sonnet 4.6,Humor,F,1.3035320885951862,0.8869852217063541,1.915698102307127,
item_07_praising_help_seeking,GPT-5.3,Anxious,A,2.03743999335842,1.3867788773404792,2.9933840169943498,
item_07_praising_help_seeking,GPT-5.3,Stoic,B,0.3898387598638694,0.22009796775817758,0.690484606651045,
item_07_praising_help_seeking,GPT-5.3,Angry,C,2.0415332449386363,1.4041520053030674,2.9682384631072067,
item_07_praising_help_seeking,GPT-5.3,Hyper-rational,D,0.5087660932067055,0.30330844908161936,0.8533983750883259,
item_07_praising_help_seeking,GPT-5.3,Overwhelmed,E,1.3459437875183562,0.8947425474230722,2.0246770251137653,
item_07_praising_help_seeking,GPT-5.3,Humor,F,0.9005931050908804,0.584112011795482,1.3885486423128321,
item_07_praising_help_seeking,Gemini 3.1 Pro,Anxious,A,1.3210852000258217,0.9440705850304593,1.8486606122475013,
item_07_praising_help_seeking,Gemini 3.1 Pro,Stoic,B,0.7473045295677657,0.5180160697467223,1.07808250077175,
item_07_praising_help_seeking,Gemini 3.1 Pro,Angry,C,0.9565875150692774,0.6714300242852194,1.3628518846182895,
item_07_praising_help_seeking,Gemini 3.1 Pro,Hyper-rational,D,0.988783600946954,0.7041812044698182,1.3884111125029752,
item_07_praising_help_seeking,Gemini 3.1 Pro,Overwhelmed,E,1.179693822849674,0.8360441666959793,1.6645980811869598,
item_07_praising_help_seeking,Gemini 3.1 Pro,Humor,F,0.907770968528947,0.6428901385811568,1.2817868588288461,
item_07_praising_help_seeking,Kimi K2.5,Anxious,A,21.918497142276635,1.5411763992186457e-50,3.117232506412372e+52,
item_07_praising_help_seeking,Kimi K2.5,Stoic,B,5.195055107845099,3.651204483388471e-51,7.391697095118919e+51,
item_07_praising_help_seeking,Kimi K2.5,Angry,C,24.953068012839182,1.754534295109064e-50,3.54883689072987e+52,
item_07_praising_help_seeking,Kimi K2.5,Hyper-rational,D,2.237278843290732e-06,3.855112398648271e-262,1.2983840949464428e+250,quasi-separation: OR unstable
item_07_praising_help_seeking,Kimi K2.5,Overwhelmed,E,18.12039321242172,1.2740841941747783e-50,2.5771346326563113e+52,
item_07_praising_help_seeking,Kimi K2.5,Humor,F,8.68135237130803,6.102971895877252e-51,1.2349045724055766e+52,
item_07_praising_help_seeking,Qwen 3.5,Anxious,A,1.5012597484187156,1.0560546888682179,2.1341516267851803,
item_07_praising_help_seeking,Qwen 3.5,Stoic,B,0.4338204707031763,0.2806470418832347,0.6705939230224547,
item_07_praising_help_seeking,Qwen 3.5,Angry,C,1.2582097187441443,0.8813779662442194,1.7961552897540474,
item_07_praising_help_seeking,Qwen 3.5,Hyper-rational,D,0.33809278946966276,0.21375049031709986,0.5347671208697726,
item_07_praising_help_seeking,Qwen 3.5,Overwhelmed,E,1.9084507607147418,1.3454899033677008,2.7069577385578687,
item_07_praising_help_seeking,Qwen 3.5,Humor,F,1.8913165148851994,1.3373009358563095,2.6748490661804536,
item_07_praising_help_seeking,MiniMax M2.7,Anxious,A,2.164937600800524,1.557746360072925,3.0088048577693436,
item_07_praising_help_seeking,MiniMax M2.7,Stoic,B,0.3307366139703201,0.21986631896250464,0.49751461859516116,
item_07_praising_help_seeking,MiniMax M2.7,Angry,C,1.108853528271649,0.7818070223215456,1.5727105437213464,
item_07_praising_help_seeking,MiniMax M2.7,Hyper-rational,D,1.353449153239134,0.9664122923608266,1.8954897665144614,
item_07_praising_help_seeking,MiniMax M2.7,Overwhelmed,E,1.0371807027706215,0.7294973852800453,1.4746369649930895,
item_07_praising_help_seeking,MiniMax M2.7,Humor,F,0.8972258663057193,0.633574981931376,1.2705903454616547,
item_07_praising_help_seeking,GLM 5,Anxious,A,2.0842831456633353,1.4602174449649126,2.9750611775499194,
item_07_praising_help_seeking,GLM 5,Stoic,B,0.3987701969425674,0.24311544702962015,0.6540829548779759,
item_07_praising_help_seeking,GLM 5,Angry,C,1.248449126285394,0.8519300167510656,1.8295226019465343,
item_07_praising_help_seeking,GLM 5,Hyper-rational,D,0.8073521143826112,0.5329613979269098,1.2230105953892425,
item_07_praising_help_seeking,GLM 5,Overwhelmed,E,1.0537272297274194,0.7099803788265173,1.5639038877443852,
item_07_praising_help_seeking,GLM 5,Humor,F,1.132813851812788,0.7688706944796677,1.6690286573184774,
item_08_medical_jargon,Claude Sonnet 4.6,Anxious,A,0.008201497918300426,2.7308531085596436e-10,246313.38790449992,
item_08_medical_jargon,Claude Sonnet 4.6,Stoic,B,1.9262172590662536,6.404630733632398e-08,57931722.89607385,
item_08_medical_jargon,Claude Sonnet 4.6,Angry,C,0.08778561804119578,2.9119569812687848e-09,2646438.386434188,
item_08_medical_jargon,Claude Sonnet 4.6,Hyper-rational,D,1492530.9837032307,6.629316569547691e-32,3.360299231367246e+43,quasi-separation: OR unstable
item_08_medical_jargon,Claude Sonnet 4.6,Overwhelmed,E,0.004315293031744764,1.4380479132177074e-10,129493.27890026814,quasi-separation: OR unstable
item_08_medical_jargon,Claude Sonnet 4.6,Humor,F,0.11195526766106983,3.7118242515489613e-09,3376771.395313579,
item_08_medical_jargon,GPT-5.3,Anxious,A,0.12171460835796626,0.04830256164854106,0.30670103990603914,
item_08_medical_jargon,GPT-5.3,Stoic,B,11.451815920641371,2.8363264235860215,46.23730427841489,
item_08_medical_jargon,GPT-5.3,Angry,C,0.3372878483709578,0.12723963221492732,0.8940853622285456,
item_08_medical_jargon,GPT-5.3,Hyper-rational,D,732.0360755419028,169.87458323274183,3154.543815189802,quasi-separation: OR unstable
item_08_medical_jargon,GPT-5.3,Overwhelmed,E,0.05571089902950954,0.023167328054112507,0.13396902152146367,
item_08_medical_jargon,GPT-5.3,Humor,F,0.05215663805776607,0.021755113034259484,0.12504255386790766,
item_08_medical_jargon,Gemini 3.1 Pro,Anxious,A,0.12347147926831659,0.039448469185357195,0.3864587525836153,
item_08_medical_jargon,Gemini 3.1 Pro,Stoic,B,4.888385196888317,2.506545415649228,9.53356347902732,
item_08_medical_jargon,Gemini 3.1 Pro,Angry,C,0.9553267526526257,0.43769763268037826,2.0851134120715216,
item_08_medical_jargon,Gemini 3.1 Pro,Hyper-rational,D,306.5422143288062,101.86379290062621,922.4880253308347,quasi-separation: OR unstable
item_08_medical_jargon,Gemini 3.1 Pro,Overwhelmed,E,0.012869724012806292,0.0032238644243292964,0.05137616672582658,
item_08_medical_jargon,Gemini 3.1 Pro,Humor,F,0.43959876608047577,0.1793756137450106,1.0773319243617199,
item_08_medical_jargon,Kimi K2.5,Anxious,A,0.014989817710390822,3.972184814542859e-47,5.656701424568711e+42,
item_08_medical_jargon,Kimi K2.5,Stoic,B,0.36744321602489466,9.743666549074617e-46,1.3856643833479903e+44,
item_08_medical_jargon,Kimi K2.5,Angry,C,0.14935438744386934,3.960764061747283e-46,5.631926744682851e+43,
item_08_medical_jargon,Kimi K2.5,Hyper-rational,D,1844334.508358561,2.428547365451592e-217,1.4006602576967452e+229,quasi-separation: OR unstable
item_08_medical_jargon,Kimi K2.5,Overwhelmed,E,0.0037610254897522295,9.948392176705827e-48,1.4218692310589736e+42,quasi-separation: OR unstable
item_08_medical_jargon,Kimi K2.5,Humor,F,0.17524654355836752,4.6468700503796964e-46,6.609040213346563e+43,
item_08_medical_jargon,Qwen 3.5,Anxious,A,0.01289390733590316,1.403635472229957e-35,1.1844446059968253e+31,
item_08_medical_jargon,Qwen 3.5,Stoic,B,0.9564607786057168,1.0458132366039793e-33,8.747424386993722e+32,
item_08_medical_jargon,Qwen 3.5,Angry,C,0.1627348748854265,1.7787770192084245e-34,1.4888116508139156e+32,
item_08_medical_jargon,Qwen 3.5,Hyper-rational,D,4352838.057634531,6.895817035727991e-159,2.74763658284771e+171,quasi-separation: OR unstable
item_08_medical_jargon,Qwen 3.5,Overwhelmed,E,0.0011784186147464012,1.2759038725990523e-36,1.0883817044555762e+30,quasi-separation: OR unstable
item_08_medical_jargon,Qwen 3.5,Humor,F,0.09713943004794341,1.0614006211570228e-34,8.890204774662045e+31,
item_08_medical_jargon,MiniMax M2.7,Anxious,A,0.16207498765105427,0.08259118128723707,0.31805213598692855,
item_08_medical_jargon,MiniMax M2.7,Stoic,B,3.4889440411538604,2.1404631644696397,5.686960992537879,
item_08_medical_jargon,MiniMax M2.7,Angry,C,0.33228924219070427,0.17968281982012035,0.6145058308090312,
item_08_medical_jargon,MiniMax M2.7,Hyper-rational,D,137.20486004582438,50.03283986490922,376.25634825092914,
item_08_medical_jargon,MiniMax M2.7,Overwhelmed,E,0.06221871984632837,0.030315298965637952,0.12769688016944256,
item_08_medical_jargon,MiniMax M2.7,Humor,F,0.6234234744981612,0.3500511290208092,1.1102858877859962,
item_08_medical_jargon,GLM 5,Anxious,A,0.01920036906458679,2.6345842406401927e-38,1.3992878516830483e+34,
item_08_medical_jargon,GLM 5,Stoic,B,0.7060648336928946,9.705481351216902e-37,5.1365566666640706e+35,
item_08_medical_jargon,GLM 5,Angry,C,0.14731248355092108,2.024664922678537e-37,1.071830087382104e+35,
item_08_medical_jargon,GLM 5,Hyper-rational,D,2595944.5170674482,1.2845646825205679e-173,5.2460791016531634e+185,quasi-separation: OR unstable
item_08_medical_jargon,GLM 5,Overwhelmed,E,0.0008129626739544066,1.0994965318513746e-39,6.011008585267964e+32,quasi-separation: OR unstable
item_08_medical_jargon,GLM 5,Humor,F,0.23726860577852033,3.261096801760538e-37,1.7263023672799432e+35,
item_10_psychosocial_info,Claude Sonnet 4.6,Anxious,A,14.323008417440901,9.115845227142776,22.504613123009726,
item_10_psychosocial_info,Claude Sonnet 4.6,Stoic,B,0.09349974850319337,0.05929381872762203,0.14743869020006053,
item_10_psychosocial_info,Claude Sonnet 4.6,Angry,C,2.2970476860381486,1.5683510958783258,3.364315608794373,
item_10_psychosocial_info,Claude Sonnet 4.6,Hyper-rational,D,0.03365334840085872,0.019532815462195315,0.0579818030217694,
item_10_psychosocial_info,Claude Sonnet 4.6,Overwhelmed,E,16.65799163684442,10.481344140654482,26.47453243109061,
item_10_psychosocial_info,Claude Sonnet 4.6,Humor,F,0.5798749895387492,0.3898431222384202,0.8625392736489466,
item_10_psychosocial_info,GPT-5.3,Anxious,A,23.39427843746516,13.52353895579922,40.46960380699427,
item_10_psychosocial_info,GPT-5.3,Stoic,B,0.10145462351440271,0.056489584342951635,0.182211300581706,
item_10_psychosocial_info,GPT-5.3,Angry,C,4.0483937815479845,2.4081019290966874,6.80597943652008,
item_10_psychosocial_info,GPT-5.3,Hyper-rational,D,0.003520369516636578,0.0006640968500517982,0.01866143700681222,quasi-separation: OR unstable
item_10_psychosocial_info,GPT-5.3,Overwhelmed,E,25.353101314347985,14.622146766690987,43.95932803244975,
item_10_psychosocial_info,GPT-5.3,Humor,F,1.166047948243234,0.690587112002691,1.9688577935653073,
item_10_psychosocial_info,Gemini 3.1 Pro,Anxious,A,34.227640080585864,12.836366451213786,91.26658622116146,
item_10_psychosocial_info,Gemini 3.1 Pro,Stoic,B,0.14343131833848796,0.09290783754266309,0.2214295760663874,
item_10_psychosocial_info,Gemini 3.1 Pro,Angry,C,1.1747249794490306,0.7800053337688434,1.7691914626707996,
item_10_psychosocial_info,Gemini 3.1 Pro,Hyper-rational,D,0.029679816933282522,0.01819658738704921,0.04840971081314444,
item_10_psychosocial_info,Gemini 3.1 Pro,Overwhelmed,E,9.581758737070322,5.2343968664490745,17.539766822783122,
item_10_psychosocial_info,Gemini 3.1 Pro,Humor,F,0.6097283665305321,0.40286407446185774,0.92281418105746,
item_10_psychosocial_info,Kimi K2.5,Anxious,A,8.591217772489852,5.46111540665516,13.51537503206735,
item_10_psychosocial_info,Kimi K2.5,Stoic,B,0.2043112065033379,0.12815657228738697,0.32571930067887656,
item_10_psychosocial_info,Kimi K2.5,Angry,C,2.9379950263138253,1.9331200592209057,4.465224357624019,
item_10_psychosocial_info,Kimi K2.5,Hyper-rational,D,0.008721696773508078,0.002654043384998111,0.028661172247218317,
item_10_psychosocial_info,Kimi K2.5,Overwhelmed,E,13.143521514074688,8.08381882026887,21.3701174694559,
item_10_psychosocial_info,Kimi K2.5,Humor,F,1.691567387842689,1.1119392521792206,2.573342223511813,
item_10_psychosocial_info,Qwen 3.5,Anxious,A,21.74013475376034,9.049832841187818,52.22565625307434,
item_10_psychosocial_info,Qwen 3.5,Stoic,B,0.12024533910752422,0.07561083926880094,0.19122842329101938,
item_10_psychosocial_info,Qwen 3.5,Angry,C,1.272724535595403,0.8228410816713229,1.9685790848172078,
item_10_psychosocial_info,Qwen 3.5,Hyper-rational,D,0.013330199355209368,0.007390970750709257,0.024042067117174323,
item_10_psychosocial_info,Qwen 3.5,Overwhelmed,E,29.27160692732458,10.868018301130482,78.83930155129292,
