item,model,framing,framing_id,OR,OR_lo,OR_hi,note
item_07_praising_help_seeking,Qwen 3.5,Overwhelmed,E,0.44462979534264474,0.259459957307749,0.7619505412619513,
item_07_praising_help_seeking,Qwen 3.5,Humor,F,0.5038742717373987,0.26385983022229503,0.9622127078039836,
item_07_praising_help_seeking,MiniMax M2.7,Anxious,A,0.8357383092394809,0.5236326464949043,1.3338712286291021,
item_07_praising_help_seeking,MiniMax M2.7,Stoic,B,1.9594200695460324,0.7908030226666434,4.854972602397622,
item_07_praising_help_seeking,MiniMax M2.7,Angry,C,0.7200651868533939,0.36646931616259754,1.414835705066681,
item_07_praising_help_seeking,MiniMax M2.7,Hyper-rational,D,0.9870031615905174,0.4615292975914431,2.110754931644752,
item_07_praising_help_seeking,MiniMax M2.7,Overwhelmed,E,0.7200651868533932,0.48157274506135267,1.0766678111157548,
item_07_praising_help_seeking,MiniMax M2.7,Humor,F,1.1932734147964794,0.7650875986682749,1.8610959646170178,
item_07_praising_help_seeking,GLM 5,Anxious,A,0.5802958610796723,0.35162377897745056,0.957680641978976,
item_07_praising_help_seeking,GLM 5,Stoic,B,6.383254471023335,2.2073025403984903,18.459607097848686,
item_07_praising_help_seeking,GLM 5,Angry,C,0.6519373254104983,0.0844240776638435,5.03437275270843,
item_07_praising_help_seeking,GLM 5,Hyper-rational,D,0.8566272234985687,0.13345831915342818,5.498422314125309,
item_07_praising_help_seeking,GLM 5,Overwhelmed,E,0.6519373254104989,0.23606408008369956,1.8004529791770845,
item_07_praising_help_seeking,GLM 5,Humor,F,0.7414891558240221,0.4323493679312962,1.271671035013493,
item_08_medical_jargon,Claude Sonnet 4.6,Anxious,A,23338114.10566322,6.253353410437347e-14,8.71000780317106e+27,quasi-separation: OR unstable
item_08_medical_jargon,Claude Sonnet 4.6,Stoic,B,0.0001830311221539505,4.2846118099202714e-80,7.818769392216647e+71,quasi-separation: OR unstable
item_08_medical_jargon,Claude Sonnet 4.6,Angry,C,23337931.441648073,1.3886337894506746e-31,3.922265525387608e+45,quasi-separation: OR unstable
item_08_medical_jargon,Claude Sonnet 4.6,Hyper-rational,D,1.9636687417807226e-16,1.2463162660521123e-51,3.09391366579938e+19,quasi-separation: OR unstable
item_08_medical_jargon,Claude Sonnet 4.6,Overwhelmed,E,23337932.862671852,8.297406830886473e-58,6.564208811301411e+71,quasi-separation: OR unstable
item_08_medical_jargon,Claude Sonnet 4.6,Humor,F,0.0021888516389097995,1.6327948987848566e-62,2.9342763752652674e+56,quasi-separation: OR unstable
item_08_medical_jargon,GPT-5.3,Anxious,A,7990.779749703517,,,quasi-separation: OR unstable
item_08_medical_jargon,GPT-5.3,Stoic,B,1.2168869987438948e-07,,,quasi-separation: OR unstable
item_08_medical_jargon,GPT-5.3,Angry,C,7990.779750429366,,,quasi-separation: OR unstable
item_08_medical_jargon,GPT-5.3,Hyper-rational,D,2.0155478240066424e-09,,,quasi-separation: OR unstable
item_08_medical_jargon,GPT-5.3,Overwhelmed,E,7990.779750426555,,,quasi-separation: OR unstable
item_08_medical_jargon,GPT-5.3,Humor,F,7990.779750749366,,,quasi-separation: OR unstable
item_08_medical_jargon,Gemini 3.1 Pro,Anxious,A,17342115.602699097,,,quasi-separation: OR unstable
item_08_medical_jargon,Gemini 3.1 Pro,Stoic,B,0.0002654397565346757,1.1730776626517673e-15,60062744.85690507,quasi-separation: OR unstable
item_08_medical_jargon,Gemini 3.1 Pro,Angry,C,0.0013826104490206655,1.8920230889395592e-10,10103.53237714738,quasi-separation: OR unstable
item_08_medical_jargon,Gemini 3.1 Pro,Hyper-rational,D,4.229124518359335e-06,,,quasi-separation: OR unstable
item_08_medical_jargon,Gemini 3.1 Pro,Overwhelmed,E,17342196.016358353,1.4766274491202666e-37,2.036747744659446e+51,quasi-separation: OR unstable
item_08_medical_jargon,Gemini 3.1 Pro,Humor,F,0.0021422865199110584,,,quasi-separation: OR unstable
item_08_medical_jargon,Kimi K2.5,Anxious,A,452.28796862188005,3.1324350572161864e-08,6530523468917.663,quasi-separation: OR unstable
item_08_medical_jargon,Kimi K2.5,Stoic,B,12.262991174756047,1.8247756403313917e-10,824106532487.657,
item_08_medical_jargon,Kimi K2.5,Angry,C,30.29680172586768,1.535715295356999e-10,5976994548349.261,
item_08_medical_jargon,Kimi K2.5,Hyper-rational,D,5.102149603956305e-10,3.8956252014426326e-45,6.6823498758328454e+25,quasi-separation: OR unstable
item_08_medical_jargon,Kimi K2.5,Overwhelmed,E,452.28796862187767,7.08229861877298e-11,2888390020972406.5,quasi-separation: OR unstable
item_08_medical_jargon,Kimi K2.5,Humor,F,25.78834908808998,,,
item_08_medical_jargon,Qwen 3.5,Anxious,A,32205782304.571114,3.9315979981655306e-45,2.638144628045353e+65,quasi-separation: OR unstable
item_08_medical_jargon,Qwen 3.5,Stoic,B,0.22519198338247912,3.4211796618512163e-08,1482279.0496858796,
item_08_medical_jargon,Qwen 3.5,Angry,C,1.3331844548122236,,,
item_08_medical_jargon,Qwen 3.5,Hyper-rational,D,2.002297423719496e-12,2.7120429252731817e-41,1.4782933321860634e+17,quasi-separation: OR unstable
item_08_medical_jargon,Qwen 3.5,Overwhelmed,E,25.14004971931574,1.0792985429929403e-08,58558598452.01363,
item_08_medical_jargon,Qwen 3.5,Humor,F,2.0546046143426504,1.1258578121838742e-29,3.7494966731986576e+29,
item_08_medical_jargon,MiniMax M2.7,Anxious,A,0.3576798356575503,6.354174508292773e-06,20133.986667984285,
item_08_medical_jargon,MiniMax M2.7,Stoic,B,0.008921719256764646,1.0650493742235729e-05,7.473557228701417,
item_08_medical_jargon,MiniMax M2.7,Angry,C,0.11436021956397842,0.00038114994913729757,34.3126369249765,
item_08_medical_jargon,MiniMax M2.7,Hyper-rational,D,0.0002257604685404332,1.5757981159533474e-09,32.34411098706046,quasi-separation: OR unstable
item_08_medical_jargon,MiniMax M2.7,Overwhelmed,E,340570136.2962743,3.2958074212630435e-25,3.519259559541044e+41,quasi-separation: OR unstable
item_08_medical_jargon,MiniMax M2.7,Humor,F,0.035639167298411226,1.2256175195773527e-14,103633492948.28525,
item_08_medical_jargon,GLM 5,Anxious,A,12.144922664078624,5.588835110585419e-26,2.639175133957399e+27,
item_08_medical_jargon,GLM 5,Stoic,B,0.2846466249393475,4.028717125839108e-42,2.0111538874173628e+40,
item_08_medical_jargon,GLM 5,Angry,C,1.3681780161693635,6.153310002480151e-42,3.0421205549121254e+41,
item_08_medical_jargon,GLM 5,Hyper-rational,D,3.990061529036487e-12,5.177506822135132e-128,3.074953168083192e+104,quasi-separation: OR unstable
item_08_medical_jargon,GLM 5,Overwhelmed,E,64177885196.21248,1.641283653399007e-14,2.5094997685064412e+35,quasi-separation: OR unstable
item_08_medical_jargon,GLM 5,Humor,F,0.8256416723387243,,,
item_10_psychosocial_info,Claude Sonnet 4.6,Anxious,A,0.0036978126745953366,1.5604281897655308e-08,876.2863082121422,quasi-separation: OR unstable
item_10_psychosocial_info,Claude Sonnet 4.6,Stoic,B,0.10934960337731366,5.1513431328018915e-06,2321.2073920364232,
item_10_psychosocial_info,Claude Sonnet 4.6,Angry,C,0.03011076035027591,5.813917782006041e-08,15594.61146282181,
item_10_psychosocial_info,Claude Sonnet 4.6,Hyper-rational,D,443637505.2001035,,,quasi-separation: OR unstable
item_10_psychosocial_info,Claude Sonnet 4.6,Overwhelmed,E,0.003169553721081707,2.1519623336602766e-08,466.83302182782774,quasi-separation: OR unstable
item_10_psychosocial_info,Claude Sonnet 4.6,Humor,F,0.05841034714564645,,,
item_10_psychosocial_info,GPT-5.3,Anxious,A,0.004032271850228674,0.00013769904828628973,0.11807791322088204,quasi-separation: OR unstable
item_10_psychosocial_info,GPT-5.3,Stoic,B,0.18004413832846683,1.8116484486688877e-06,17893.0364609413,
item_10_psychosocial_info,GPT-5.3,Angry,C,0.025367043544559792,,,
item_10_psychosocial_info,GPT-5.3,Hyper-rational,D,259798546.4339139,2.3075684051774176e-19,2.9249527154964494e+35,quasi-separation: OR unstable
item_10_psychosocial_info,GPT-5.3,Overwhelmed,E,0.0037122502748137,1.3924474868561908e-07,98.96819975572727,quasi-separation: OR unstable
item_10_psychosocial_info,GPT-5.3,Humor,F,0.056302462501342423,4.727281436817387e-12,670568766.8659793,
item_10_psychosocial_info,Gemini 3.1 Pro,Anxious,A,0.000922799306059405,1.1910250964762137e-16,7149795262.779553,quasi-separation: OR unstable
item_10_psychosocial_info,Gemini 3.1 Pro,Stoic,B,0.18328551931304723,4.5998917606135016e-11,730312436.4250915,
item_10_psychosocial_info,Gemini 3.1 Pro,Angry,C,0.029837177562589155,1.3055920083885897e-12,681880066.040129,
item_10_psychosocial_info,Gemini 3.1 Pro,Hyper-rational,D,1392084905.672523,1.4082897651332267e-37,1.3760665117224282e+55,quasi-separation: OR unstable
item_10_psychosocial_info,Gemini 3.1 Pro,Overwhelmed,E,0.0033152419513987944,1.6366041620055343e-11,671563.0725786521,quasi-separation: OR unstable
item_10_psychosocial_info,Gemini 3.1 Pro,Humor,F,0.04293642624860477,,,
item_10_psychosocial_info,Kimi K2.5,Anxious,A,0.006001297120212877,3.3605004407768095e-13,107173225.41624184,quasi-separation: OR unstable
item_10_psychosocial_info,Kimi K2.5,Stoic,B,0.1997931832937493,8.450453988492538e-06,4723.688945588885,
item_10_psychosocial_info,Kimi K2.5,Angry,C,0.01623078084784849,1.0379480939412497e-12,253806764.00740764,
item_10_psychosocial_info,Kimi K2.5,Hyper-rational,D,594993306.425314,,,quasi-separation: OR unstable
item_10_psychosocial_info,Kimi K2.5,Overwhelmed,E,0.0038092648928622504,1.672927992460685e-12,8673714.044708882,quasi-separation: OR unstable
item_10_psychosocial_info,Kimi K2.5,Humor,F,0.022671566898581325,,,
item_10_psychosocial_info,Qwen 3.5,Anxious,A,0.0016756207007461007,,,quasi-separation: OR unstable
item_10_psychosocial_info,Qwen 3.5,Stoic,B,0.17144245485528897,,,
item_10_psychosocial_info,Qwen 3.5,Angry,C,0.03159741892835548,,,
item_10_psychosocial_info,Qwen 3.5,Hyper-rational,D,1876268260.618425,,,quasi-separation: OR unstable
item_10_psychosocial_info,Qwen 3.5,Overwhelmed,E,0.00124375969539914,,,quasi-separation: OR unstable
item_10_psychosocial_info,Qwen 3.5,Humor,F,0.04720879191667367,,,
item_10_psychosocial_info,MiniMax M2.7,Anxious,A,0.11121561665743972,0.0454000907692403,0.2724424814779189,
item_10_psychosocial_info,MiniMax M2.7,Stoic,B,4.710873836440353,2.1262557831187863,10.437282512787148,
item_10_psychosocial_info,MiniMax M2.7,Angry,C,0.610500090989369,0.2964251971647941,1.25735047041505,
item_10_psychosocial_info,MiniMax M2.7,Hyper-rational,D,14.73400965865357,3.632724274561994,59.75984528786507,
item_10_psychosocial_info,MiniMax M2.7,Overwhelmed,E,0.15490300816148403,0.06334906594355927,0.37877341331054576,
item_10_psychosocial_info,MiniMax M2.7,Humor,F,1.3698285623691802,0.480948823094832,3.9015175839455716,
